time;x;y;z;w;velocidad;voltaje;trama
14:35:13:915;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:13:925;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:13:935;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:13:945;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:13:955;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:13:965;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:13:975;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:13:985;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:13:995;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:005;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:015;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:027;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:035;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:045;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:055;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:065;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:075;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:085;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:096;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:105;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:115;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:134;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:135;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:146;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:155;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:165;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:175;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:185;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:195;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:205;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:215;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:225;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:235;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:245;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:255;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:269;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:281;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:285;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:295;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:305;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:315;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:325;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:335;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:345;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
14:35:14:355;17079;6500;7838;6139;7F;8.09;a7Fb7Fc7Fd7F
