time;x;y;z;w;velocidad;voltaje
16:24:28:617;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:631;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:637;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:647;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:657;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:667;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:680;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:687;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:697;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:707;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:717;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:729;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:737;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:747;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:757;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:767;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:779;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:787;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:797;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:807;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:817;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:831;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:837;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:847;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:857;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:867;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:878;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:887;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:897;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:907;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:917;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:931;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:937;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:958;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:958;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:967;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:982;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:987;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:997;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:007;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:017;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:027;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:038;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:047;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:057;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:067;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:077;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:087;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:097;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:107;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:118;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:127;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:137;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:148;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:157;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:167;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:177;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:187;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:198;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:207;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:217;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:228;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:237;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:247;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:257;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:267;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:277;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:287;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:298;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:307;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:317;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:328;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:337;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:347;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:357;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:367;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:377;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:387;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:397;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:407;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:417;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:427;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:438;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:447;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:457;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:467;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:477;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:487;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:497;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:507;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:517;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:527;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:537;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:547;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:565;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:567;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:577;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:587;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:597;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:607;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:617;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:627;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:637;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:647;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:657;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:667;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:677;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:687;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:700;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:707;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:717;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:727;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:737;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:748;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:757;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:767;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:777;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:787;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:797;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:807;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:817;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:827;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:837;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:847;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:857;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:867;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:878;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:887;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:897;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:907;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:917;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:928;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:937;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:947;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:957;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:976;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:978;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:987;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:29:997;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:007;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:017;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:027;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:037;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:048;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:057;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:067;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:077;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:087;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:097;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:107;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:117;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:127;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:137;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:147;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:157;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:167;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:177;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:187;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:197;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:207;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:217;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:227;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:237;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:247;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:257;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:267;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:277;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:287;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:297;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:307;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:317;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:327;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:337;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:347;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:357;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:367;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:377;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:387;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:397;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:407;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:417;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:427;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:437;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:447;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:457;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:467;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:486;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:487;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:497;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:507;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:517;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:527;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:537;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:547;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:557;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:567;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:577;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:587;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:597;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:607;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:617;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:627;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:637;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:647;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:657;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:667;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:677;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:687;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:697;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:707;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:717;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:727;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:737;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:747;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:757;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:767;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:777;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:787;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:797;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:807;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:817;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:827;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:837;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:847;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:857;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:867;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:877;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:887;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:897;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:907;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:917;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:927;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:937;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:947;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:957;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:967;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:977;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:995;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:30:997;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:007;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:017;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:027;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:037;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:047;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:057;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:067;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:077;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:087;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:097;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:107;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:117;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:127;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:137;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:147;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:157;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:167;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:177;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:200;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:201;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:208;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:217;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:228;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:237;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:247;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:257;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:267;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:278;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:287;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:297;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:307;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:317;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:330;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:337;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:347;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:357;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:367;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:377;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:387;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:397;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:407;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:417;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:429;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:437;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:447;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:457;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:467;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:477;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:487;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:505;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:507;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:517;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:531;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:537;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:547;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:557;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:567;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:579;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:587;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:597;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:607;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:617;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:627;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:637;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:647;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:657;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:667;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:678;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:687;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:697;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:707;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:717;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:728;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:737;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:747;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:757;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:767;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:778;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:787;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:797;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:807;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:817;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:828;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:837;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:847;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:857;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:867;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:877;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:887;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:897;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:907;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:917;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:927;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:937;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:947;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:957;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:967;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:977;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:987;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:31:997;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:016;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:017;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:027;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:037;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:047;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:057;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:067;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:077;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:087;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:097;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:107;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:117;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:127;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:137;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:148;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:157;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:167;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:177;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:187;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:197;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:207;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:217;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:227;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:237;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:247;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:257;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:267;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:277;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:287;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:297;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:307;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:317;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:327;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:337;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:347;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:357;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:367;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:377;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:387;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:397;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:407;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:417;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:429;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:447;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:467;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:457;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:32:437;-788;-384;-643;-477;DF;aDFbDFcDFdEF
