time;x;y;z;w;velocidad;voltaje
16:24:24:717;13933;3752;4539;3282;DF;aDFbDFcDFdEF
16:24:24:727;13874;3700;4496;3227;DF;aDFbDFcDFdEF
16:24:24:737;13816;3648;4452;3173;DF;aDFbDFcDFdEF
16:24:24:747;13758;3596;4406;3119;DF;aDFbDFcDFdEF
16:24:24:757;13700;3544;4360;3065;DF;aDFbDFcDFdEF
16:24:24:767;13642;3492;4312;3011;DF;aDFbDFcDFdEF
16:24:24:777;13584;3440;4264;2957;DF;aDFbDFcDFdEF
16:24:24:787;13526;3388;4215;2903;DF;aDFbDFcDFdEF
16:24:24:797;13468;3336;4166;2849;DF;aDFbDFcDFdEF
16:24:24:807;13410;3284;4116;2795;DF;aDFbDFcDFdEF
16:24:24:817;13352;3232;4065;2741;DF;aDFbDFcDFdEF
16:24:24:827;13293;3180;4015;2688;DF;aDFbDFcDFdEF
16:24:24:837;13235;3127;3964;2634;DF;aDFbDFcDFdEF
16:24:24:857;13177;3075;3913;2580;DF;aDFbDFcDFdEF
16:24:24:862;13119;3022;3862;2526;DF;aDFbDFcDFdEF
16:24:24:867;13061;2970;3811;2472;DF;aDFbDFcDFdEF
16:24:24:877;13002;2918;3760;2418;DF;aDFbDFcDFdEF
16:24:24:887;12944;2866;3708;2364;DF;aDFbDFcDFdEF
16:24:24:897;12886;2813;3657;2311;DF;aDFbDFcDFdEF
16:24:24:912;12827;2761;3605;2257;DF;aDFbDFcDFdEF
16:24:24:917;12769;2708;3554;2203;DF;aDFbDFcDFdEF
16:24:24:927;12711;2656;3502;2149;DF;aDFbDFcDFdEF
16:24:24:937;12652;2604;3450;2094;DF;aDFbDFcDFdEF
16:24:24:947;12594;2551;3398;2040;DF;aDFbDFcDFdEF
16:24:24:958;12535;2499;3346;1986;DF;aDFbDFcDFdEF
16:24:24:967;12477;2446;3294;1931;DF;aDFbDFcDFdEF
16:24:24:977;12418;2394;3242;1877;DF;aDFbDFcDFdEF
16:24:24:987;12359;2341;3190;1823;DF;aDFbDFcDFdEF
16:24:24:997;12301;2288;3138;1768;DF;aDFbDFcDFdEF
16:24:25:007;12242;2236;3085;1713;DF;aDFbDFcDFdEF
16:24:25:018;12184;2183;3033;1659;DF;aDFbDFcDFdEF
16:24:25:027;12125;2131;2981;1604;DF;aDFbDFcDFdEF
16:24:25:037;12067;2078;2928;1549;DF;aDFbDFcDFdEF
16:24:25:047;12008;2026;2876;1495;DF;aDFbDFcDFdEF
16:24:25:057;11950;1973;2824;1441;DF;aDFbDFcDFdEF
16:24:25:067;11891;1920;2771;1386;DF;aDFbDFcDFdEF
16:24:25:077;11832;1867;2718;1331;DF;aDFbDFcDFdEF
16:24:25:087;11774;1815;2666;1277;DF;aDFbDFcDFdEF
16:24:25:097;11715;1762;2614;1223;DF;aDFbDFcDFdEF
16:24:25:107;11657;1710;2562;1168;DF;aDFbDFcDFdEF
16:24:25:117;11599;1657;2509;1114;DF;aDFbDFcDFdEF
16:24:25:128;11541;1604;2456;1059;DF;aDFbDFcDFdEF
16:24:25:137;11482;1552;2404;1005;DF;aDFbDFcDFdEF
16:24:25:148;11424;1499;2351;950;DF;aDFbDFcDFdEF
16:24:25:158;11365;1446;2298;895;DF;aDFbDFcDFdEF
16:24:25:167;11307;1393;2245;841;DF;aDFbDFcDFdEF
16:24:25:178;11249;1340;2192;786;DF;aDFbDFcDFdEF
16:24:25:187;11190;1288;2138;731;DF;aDFbDFcDFdEF
16:24:25:197;11132;1235;2085;677;DF;aDFbDFcDFdEF
16:24:25:207;11074;1182;2032;622;DF;aDFbDFcDFdEF
16:24:25:218;11015;1129;1979;567;DF;aDFbDFcDFdEF
16:24:25:227;10957;1077;1925;513;DF;aDFbDFcDFdEF
16:24:25:237;10899;1024;1872;458;DF;aDFbDFcDFdEF
16:24:25:247;10840;971;1818;403;DF;aDFbDFcDFdEF
16:24:25:257;10781;919;1765;348;DF;aDFbDFcDFdEF
16:24:25:267;10723;866;1711;293;DF;aDFbDFcDFdEF
16:24:25:277;10664;814;1658;239;DF;aDFbDFcDFdEF
16:24:25:287;10606;761;1604;184;DF;aDFbDFcDFdEF
16:24:25:297;10547;708;1550;130;DF;aDFbDFcDFdEF
16:24:25:307;10489;656;1496;75;DF;aDFbDFcDFdEF
16:24:25:319;10430;603;1442;20;DF;aDFbDFcDFdEF
16:24:25:338;10371;550;1388;-34;DF;aDFbDFcDFdEF
16:24:25:338;10313;497;1334;-84;DF;aDFbDFcDFdEF
16:24:25:347;10253;444;1280;-131;DF;aDFbDFcDFdEF
16:24:25:371;10194;391;1226;-174;DF;aDFbDFcDFdEF
16:24:25:372;10135;338;1171;-215;DF;aDFbDFcDFdEF
16:24:25:377;10076;285;1116;-252;DF;aDFbDFcDFdEF
16:24:25:387;10016;232;1062;-286;DF;aDFbDFcDFdEF
16:24:25:397;9957;179;1007;-318;DF;aDFbDFcDFdEF
16:24:25:407;9897;126;953;-346;DF;aDFbDFcDFdEF
16:24:25:417;9837;73;898;-371;DF;aDFbDFcDFdEF
16:24:25:427;9777;19;844;-394;DF;aDFbDFcDFdEF
16:24:25:437;9717;-33;791;-414;DF;aDFbDFcDFdEF
16:24:25:447;9657;-81;738;-431;DF;aDFbDFcDFdEF
16:24:25:460;9596;-125;685;-445;DF;aDFbDFcDFdEF
16:24:25:467;9536;-165;632;-457;DF;aDFbDFcDFdEF
16:24:25:477;9475;-202;580;-465;DF;aDFbDFcDFdEF
16:24:25:488;9414;-235;528;-472;DF;aDFbDFcDFdEF
16:24:25:497;9353;-264;476;-475;DF;aDFbDFcDFdEF
16:24:25:509;9292;-290;422;-477;DF;aDFbDFcDFdEF
16:24:25:518;9231;-312;369;-477;DF;aDFbDFcDFdEF
16:24:25:527;9170;-332;315;-477;DF;aDFbDFcDFdEF
16:24:25:537;9109;-348;260;-477;DF;aDFbDFcDFdEF
16:24:25:547;9048;-360;206;-477;DF;aDFbDFcDFdEF
16:24:25:561;8987;-370;150;-477;DF;aDFbDFcDFdEF
16:24:25:567;8925;-377;95;-477;DF;aDFbDFcDFdEF
16:24:25:577;8864;-382;40;-477;DF;aDFbDFcDFdEF
16:24:25:587;8803;-384;-15;-477;DF;aDFbDFcDFdEF
16:24:25:597;8741;-384;-68;-477;DF;aDFbDFcDFdEF
16:24:25:609;8680;-384;-118;-477;DF;aDFbDFcDFdEF
16:24:25:617;8619;-384;-166;-477;DF;aDFbDFcDFdEF
16:24:25:627;8557;-384;-210;-477;DF;aDFbDFcDFdEF
16:24:25:637;8495;-384;-253;-477;DF;aDFbDFcDFdEF
16:24:25:647;8433;-384;-293;-477;DF;aDFbDFcDFdEF
16:24:25:657;8371;-384;-330;-477;DF;aDFbDFcDFdEF
16:24:25:667;8309;-384;-365;-477;DF;aDFbDFcDFdEF
16:24:25:678;8247;-384;-398;-477;DF;aDFbDFcDFdEF
16:24:25:687;8185;-384;-428;-477;DF;aDFbDFcDFdEF
16:24:25:698;8123;-384;-457;-477;DF;aDFbDFcDFdEF
16:24:25:707;8061;-384;-483;-477;DF;aDFbDFcDFdEF
16:24:25:717;7998;-384;-507;-477;DF;aDFbDFcDFdEF
16:24:25:728;7936;-384;-528;-477;DF;aDFbDFcDFdEF
16:24:25:738;7873;-384;-548;-477;DF;aDFbDFcDFdEF
16:24:25:747;7811;-384;-566;-477;DF;aDFbDFcDFdEF
16:24:25:757;7748;-384;-582;-477;DF;aDFbDFcDFdEF
16:24:25:768;7685;-384;-595;-477;DF;aDFbDFcDFdEF
16:24:25:777;7623;-384;-607;-477;DF;aDFbDFcDFdEF
16:24:25:787;7560;-384;-618;-477;DF;aDFbDFcDFdEF
16:24:25:798;7497;-384;-626;-477;DF;aDFbDFcDFdEF
16:24:25:809;7434;-384;-633;-477;DF;aDFbDFcDFdEF
16:24:25:817;7372;-384;-638;-477;DF;aDFbDFcDFdEF
16:24:25:827;7309;-384;-641;-477;DF;aDFbDFcDFdEF
16:24:25:837;7247;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:848;7184;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:858;7122;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:867;7059;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:887;6997;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:887;6934;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:897;6871;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:908;6809;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:918;6747;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:927;6684;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:937;6622;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:947;6560;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:960;6497;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:967;6435;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:977;6372;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:987;6310;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:25:997;6247;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:007;6185;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:017;6122;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:027;6060;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:037;5997;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:047;5935;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:057;5873;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:067;5810;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:077;5747;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:087;5685;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:097;5622;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:107;5559;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:117;5497;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:127;5434;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:137;5372;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:147;5309;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:160;5246;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:168;5183;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:177;5121;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:187;5058;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:197;4995;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:207;4933;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:217;4870;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:227;4807;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:237;4744;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:247;4681;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:260;4618;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:267;4555;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:277;4492;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:287;4429;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:297;4366;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:310;4303;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:317;4240;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:327;4177;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:337;4113;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:347;4050;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:359;3987;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:367;3923;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:377;3860;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:396;3797;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:397;3733;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:407;3670;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:417;3607;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:427;3544;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:437;3481;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:447;3418;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:457;3354;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:467;3291;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:478;3228;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:487;3165;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:497;3101;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:510;3038;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:517;2975;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:527;2911;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:538;2848;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:547;2785;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:557;2721;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:567;2658;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:577;2594;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:587;2531;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:597;2468;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:622;2404;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:630;2341;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:630;2277;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:638;2214;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:657;2087;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:647;2151;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:668;2024;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:677;1961;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:687;1897;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:697;1834;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:707;1771;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:718;1707;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:727;1644;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:737;1580;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:747;1517;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:761;1454;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:767;1390;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:777;1327;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:787;1263;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:797;1200;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:810;1137;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:817;1073;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:827;1010;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:837;946;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:847;883;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:859;819;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:867;756;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:877;693;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:887;629;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:907;566;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:910;502;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:917;439;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:927;375;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:937;312;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:947;249;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:957;185;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:967;122;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:977;59;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:988;-5;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:26:997;-66;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:007;-124;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:017;-180;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:027;-233;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:037;-283;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:047;-331;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:058;-375;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:067;-418;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:077;-458;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:087;-496;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:097;-531;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:107;-563;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:117;-594;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:127;-622;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:137;-647;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:147;-671;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:160;-692;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:167;-711;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:177;-728;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:187;-743;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:197;-755;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:209;-765;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:217;-774;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:227;-780;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:237;-785;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:247;-787;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:258;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:267;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:277;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:287;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:297;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:307;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:317;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:327;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:337;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:347;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:361;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:367;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:377;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:387;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:397;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:420;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:421;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:427;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:437;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:447;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:459;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:467;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:478;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:487;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:498;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:507;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:517;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:528;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:537;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:547;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:557;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:567;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:577;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:587;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:597;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:607;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:617;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:627;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:637;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:647;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:657;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:667;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:677;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:687;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:697;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:707;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:717;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:727;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:737;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:747;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:757;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:767;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:777;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:787;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:797;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:808;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:817;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:827;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:837;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:847;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:857;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:869;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:877;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:887;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:897;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:907;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:917;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:936;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:937;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:947;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:957;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:967;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:977;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:987;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:27:997;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:007;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:017;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:027;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:037;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:047;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:057;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:069;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:081;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:089;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:097;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:107;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:118;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:127;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:137;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:147;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:157;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:168;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:177;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:187;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:197;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:207;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:217;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:227;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:237;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:247;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:257;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:267;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:277;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:287;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:297;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:307;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:317;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:327;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:337;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:347;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:357;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:367;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:382;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:387;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:397;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:407;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:417;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:431;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:447;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:457;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:447;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:467;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:480;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:487;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:497;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:507;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:517;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:530;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:537;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:547;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:557;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:567;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:577;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:587;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:597;-788;-384;-643;-477;DF;aDFbDFcDFdEF
16:24:28:607;-788;-384;-643;-477;DF;aDFbDFcDFdEF
