time;x;y;z;w;velocidad;voltaje;trama
15:28:47:700;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:710;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:720;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:730;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:740;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:750;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:762;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:770;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:780;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:790;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:800;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:809;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:819;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:830;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:840;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:849;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:860;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:872;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:879;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:890;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:900;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:909;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:919;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:930;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:939;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:949;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:963;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:970;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:979;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:47:990;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:000;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:009;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:019;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:030;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:040;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:052;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:060;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:070;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:080;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:090;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:100;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:110;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:126;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:129;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:139;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:150;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:160;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:170;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:180;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:190;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:199;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:210;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:222;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:230;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:240;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
15:28:48:249;17249;6727;7555;6350;DF;8.09;aDFbDFcDFdDF
