time;x;y;z;w;velocidad;voltaje;trama
16:17:14:292;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:392;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:492;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:592;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:690;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:702;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:712;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:722;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:732;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:742;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:753;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:762;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:772;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:782;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:792;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:802;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:812;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:852;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:822;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:832;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:865;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:842;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:872;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:882;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:892;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:903;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:912;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:922;0;0;0;0;DF;8.01;ADFBDFCDFDDF
16:17:14:932;0;0;0;0;DF;8.01;ADFBDFCDFDDF
