time;x;y;z;w;velocidad;voltaje;trama
16:31:32:194;14834;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:204;14834;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:214;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:224;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:238;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:244;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:254;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:264;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:274;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:284;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:294;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:304;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:314;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:324;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:334;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:344;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:354;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:364;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:404;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:374;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:394;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:384;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:414;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:424;14835;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:434;14836;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:444;14838;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:455;14839;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:464;14839;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:474;14839;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:484;14839;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:494;14839;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:505;14840;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:514;14842;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
16:31:32:524;14843;3920;3744;5999;5F;7.94;a5Fb5Fc5Fd5F
